date,time,country,country_code,group_letter,spi,spi_offense,spi_defense,group,sixteen,quarter_finals,semi_finals,final,champion
21 June,09:30,Netherlands,NED,B,86.18,2.7976,0.8089,0.5945,1,0.491497953126503,0.318202609323489,0.16243913732584,0.062104981271612
21 June,09:30,Nigeria,NGA,F,74.86,1.5469,0.8212,0.0372,0.2647,0.069883343225459,0.020547996680005,0.004591934556325,0.001028184413318
21 June,09:30,Portugal,POR,G,79.07,2.082,0.9213,0.0093,0.2271,0.113828833907053,0.037940372133572,0.015108265352603,0.003443053546416
21 June,09:30,Russia,RUS,H,78.33,1.6129,0.6409,0.2093,0.5719,0.184605200223657,0.058629632536295,0.016894734040026,0.004158800701008
21 June,09:30,Switzerland,SUI,E,78.27,2.1691,1.0401,0.0001,0.613,0.164428787900718,0.076495493656633,0.030097049017208,0.006524626107716
21 June,09:30,Uruguay,URU,D,81.49,2.2386,0.8471,0.0611,0.4135,0.167984147190118,0.043809769300841,0.016549659836536,0.005698587651306
21 June,09:30,USA,USA,G,78.54,2.1097,0.9792,0.116,0.6872,0.342907167638804,0.112707773072586,0.040814219034151,0.009285065813876
21 June,18:00,Algeria,ALG,H,64.22,1.1757,1.1682,0.0207,0.1512,0.022330939908544,0.003934938083412,0.000509239903263,7.1529029151E-05
21 June,18:00,Argentina,ARG,F,89.92,2.8288,0.4448,0.9558,1,0.746010222596604,0.536572529196136,0.348392052995195,0.161068422859964
21 June,18:00,Australia,AUS,B,70.33,1.7888,1.2996,0,0,0,0,0,0
21 June,18:00,Belgium,BEL,H,81.82,2.1451,0.7583,0.6377,0.8706,0.41010108424326,0.152521130352073,0.062860574044602,0.017552453575596
21 June,18:00,Bosnia and Herzegovina,BIH,F,80.59,2.3324,0.9795,0.0228,0.5751,0.195514231510392,0.071487688518534,0.01870327811861,0.006484958921744
21 June,18:00,Brazil,BRA,A,91.07,3.1874,0.5156,0.9156,0.9928,0.749728965242161,0.6031009476606,0.449907637404639,0.346946571135344
21 June,18:00,Chile,CHI,B,87.79,2.7379,0.6167,0.4056,1,0.452162100859619,0.297526489417052,0.158700505345786,0.069536999579368
21 June,18:00,Ivory Coast,CIV,C,79.49,2.2617,1.0151,0.0137,0.7372,0.39183381716146,0.146136210681355,0.053209638241745,0.012551410286821
21 June,18:00,Cameroon,CMR,A,69.4,1.4905,1.12,0,0,0,0,0,0
21 June,18:00,Colombia,COL,C,87.51,2.4223,0.4507,0.9863,1,0.658395616461208,0.214020198631797,0.103524839244391,0.051878137484141
21 June,18:00,Costa Rica,CRC,D,78.55,1.5911,0.6107,0.884,1,0.468585737469347,0.155812111139688,0.052003823017005,0.0113566570064
21 June,18:00,Croatia,CRO,A,79.53,2.0276,0.8497,0.0374,0.3934,0.127119507970965,0.064005852541323,0.022659862298681,0.005165588300384
21 June,18:00,Ecuador,ECU,E,80,1.989,0.789,0.0031,0.368,0.101937647713106,0.049391310638486,0.020500771607297,0.004890066632784
21 June,18:00,England,ENG,D,81.43,2.1314,0.7789,0,0,0,0,0,0
21 June,18:00,Spain,ESP,B,85.73,2.4815,0.6526,0,0,0,0,0,0
21 June,18:00,France,FRA,E,87.82,2.7485,0.62,0.9968,1,0.702985601540641,0.364408875261879,0.141276003919737,0.074621374919171
21 June,18:00,Germany,GER,G,89.38,3.237,0.745,0.8621,0.9804,0.780813067777726,0.483319516512021,0.228984874862956,0.134395427183713
21 June,18:00,Ghana,GHA,G,76.28,1.8449,0.9481,0.0063,0.1041,0.046905279222631,0.013076771862061,0.004494135324401,0.000877776011801
21 June,18:00,Greece,GRE,C,74.21,1.1796,0.5825,0,0.2179,0.092188490190912,0.026039862044215,0.007164844414217,0.001206912492616
21 June,18:00,Honduras,HON,E,68.33,1.5117,1.2037,0,0.0211,0.002975136862548,0.000930171905971,0.00024264658383,2.9593309301E-05
21 June,18:00,Iran,IRN,F,70.81,1.1916,0.7949,0,0.158,0.030169926064176,0.006567965975279,0.000912093085508,0.000200133596448
21 June,18:00,Italy,ITA,D,79.26,1.9422,0.8095,0.0579,0.5873,0.202942127586334,0.042533245832515,0.013690073366448,0.004167541391797
21 June,18:00,Japan,JPN,C,73.35,1.9701,1.2392,0,0.0449,0.018438957802457,0.004870428483868,0.001270164054703,0.000194416886105
21 June,18:00,South Korea,KOR,H,72.52,1.6902,1.0808,0.1338,0.4094,0.096965208095608,0.022860249952305,0.004893576752342,0.000871243143146
21 June,18:00,Mexico,MEX,A,78.45,1.4757,0.534,0.047,0.6138,0.182050042541825,0.085905462795437,0.028139694053628,0.0058499656513
21 June,18:00,Netherlands,NED,B,86.18,2.7976,0.8089,0.5944,1,0.488939383385503,0.316574598506248,0.159349157144149,0.061051780531527
21 June,18:00,Nigeria,NGA,F,74.86,1.5469,0.8212,0.0214,0.2669,0.06740797989739,0.019120064931071,0.003908233816256,0.000923915162194
21 June,18:00,Portugal,POR,G,79.07,2.082,0.9213,0.0106,0.2294,0.114658963657222,0.037214961630846,0.01472619630637,0.003371325752347
21 June,18:00,Russia,RUS,H,78.33,1.6129,0.6409,0.2078,0.5688,0.184813868297938,0.057760492754314,0.016517793350981,0.004062066335886
21 June,18:00,Switzerland,SUI,E,78.27,2.1691,1.0401,0.0001,0.6109,0.152999253815051,0.071048647528388,0.027919382448285,0.006075092081885
21 June,18:00,Uruguay,URU,D,81.49,2.2386,0.8471,0.0581,0.4127,0.167615253328232,0.043474592265867,0.01629654435124,0.005605313746916
21 June,18:00,USA,USA,G,78.54,2.1097,0.9792,0.121,0.6861,0.343411588797146,0.109784684897249,0.039242363943736,0.008993326992148
21 June,21:00,Algeria,ALG,H,64.22,1.1757,1.1682,0.0208,0.1638,0.025873515281317,0.004620839484798,0.000568903189709,8.1562171353E-05
21 June,21:00,Argentina,ARG,F,89.92,2.8288,0.4448,0.9523,1,0.74485310064601,0.52319975290441,0.339583323542999,0.15751682466792
21 June,21:00,Australia,AUS,B,70.33,1.7888,1.2996,0,0,0,0,0,0
21 June,21:00,Belgium,BEL,H,81.82,2.1451,0.7583,0.6544,0.8727,0.406078692816409,0.151261658683469,0.062180542966684,0.017398294590363
21 June,21:00,Bosnia and Herzegovina,BIH,F,80.59,2.3324,0.9795,0.0216,0.5635,0.191637578527785,0.074139763600522,0.019183335351911,0.006595880207122
21 June,21:00,Brazil,BRA,A,91.07,3.1874,0.5156,0.9187,0.9944,0.750695709156169,0.603604595877013,0.454032108209233,0.348943257909873
21 June,21:00,Chile,CHI,B,87.79,2.7379,0.6167,0.4032,1,0.44826837186146,0.294781591448003,0.156793506320573,0.06893431948458
21 June,21:00,Ivory Coast,CIV,C,79.49,2.2617,1.0151,0.0122,0.7438,0.395048111551031,0.147561485293115,0.052739404129812,0.012518875957725
21 June,21:00,Cameroon,CMR,A,69.4,1.4905,1.12,0,0,0,0,0,0
21 June,21:00,Colombia,COL,C,87.51,2.4223,0.4507,0.9878,1,0.658039330349194,0.213119923726092,0.105081481764424,0.052313272078268
21 June,21:00,Costa Rica,CRC,D,78.55,1.5911,0.6107,0.8831,1,0.468286435610398,0.155731383578123,0.051069662641701,0.01122954286272
21 June,21:00,Croatia,CRO,A,79.53,2.0276,0.8497,0.0378,0.3937,0.127265547197048,0.064055350333067,0.022274087851664,0.005102817876872
21 June,21:00,Ecuador,ECU,E,80,1.989,0.789,0.0045,0.3755,0.10474943262141,0.049048116591391,0.020290268678343,0.004874299669546
21 June,21:00,England,ENG,D,81.43,2.1314,0.7789,0,0,0,0,0,0
21 June,21:00,Spain,ESP,B,85.73,2.4815,0.6526,0,0,0,0,0,0
21 June,21:00,France,FRA,E,87.82,2.7485,0.62,0.9951,0.9999,0.702179526160218,0.379276242180314,0.146867920411677,0.076916867494138
21 June,21:00,Germany,GER,G,89.38,3.237,0.745,0.7649,0.9765,0.775224063123982,0.476748363243182,0.234744453583283,0.13450931934852
21 June,21:00,Ghana,GHA,G,76.28,1.8449,0.9481,0,0.1485,0.065906109948307,0.018248944201182,0.006545217395112,0.001237817747517
21 June,21:00,Greece,GRE,C,74.21,1.1796,0.5825,0,0.2127,0.090153017632193,0.025563582128006,0.006850888561076,0.00116330036249
21 June,21:00,Honduras,HON,E,68.33,1.5117,1.2037,0,0.0203,0.002868760266765,0.000867104886817,0.000223965183354,2.7701841177E-05
21 June,21:00,Iran,IRN,F,70.81,1.1916,0.7949,0,0.1538,0.029402165218055,0.006941311856193,0.000960251387882,0.000207177717296
21 June,21:00,Italy,ITA,D,79.26,1.9422,0.8095,0.0565,0.5789,0.199879522472276,0.042029383925112,0.013722496241489,0.004145639173519
21 June,21:00,Japan,JPN,C,73.35,1.9701,1.2392,0,0.0435,0.017902500452728,0.00478227926665,0.001230615332276,0.00018913743686
21 June,21:00,South Korea,KOR,H,72.52,1.6902,1.0808,0.1271,0.409,0.10057014233266,0.023883318393535,0.004901537722806,0.00088408536435
21 June,21:00,Mexico,MEX,A,78.45,1.4757,0.534,0.0435,0.6119,0.181674341874971,0.085842323082875,0.027649588500211,0.005782051239996
21 June,21:00,Netherlands,NED,B,86.18,2.7976,0.8089,0.5968,1,0.492096029910428,0.318789947223739,0.159209179040912,0.061072754854445
21 June,21:00,Nigeria,NGA,F,74.86,1.5469,0.8212,0.0261,0.2827,0.072055731705481,0.021440167517451,0.004395882233513,0.001028159873144
21 June,21:00,Portugal,POR,G,79.07,2.082,0.9213,0.0362,0.2383,0.121197117564164,0.039921181818256,0.014886660179928,0.003517446490912
21 June,21:00,Russia,RUS,H,78.33,1.6129,0.6409,0.1977,0.5545,0.181709800535474,0.057233684557413,0.015932288222897,0.003970464475498
21 June,21:00,Switzerland,SUI,E,78.27,2.1691,1.0401,0.0004,0.6043,0.152253704854182,0.067765777524772,0.026664771558506,0.005829600803446
21 June,21:00,Uruguay,URU,D,81.49,2.2386,0.8471,0.0604,0.4211,0.170691081932128,0.044138154118168,0.016745914034797,0.005746356313164
21 June,21:00,USA,USA,G,78.54,2.1097,0.9792,0.1989,0.6367,0.323440558397762,0.105403772556321,0.034671745763225,0.008263171987185
22 June,00:00,Algeria,ALG,H,64.22,1.1757,1.1682,0.024,0.1601,0.026137633503824,0.004762820123843,0.000625121492642,8.5855108439E-05
22 June,00:00,Argentina,ARG,F,89.92,2.8288,0.4448,0.9033,1,0.735735795778021,0.515071277262178,0.330783156304989,0.154600102648226
22 June,00:00,Australia,AUS,B,70.33,1.7888,1.2996,0,0,0,0,0,0
22 June,00:00,Belgium,BEL,H,81.82,2.1451,0.7583,0.6486,0.87,0.4019903811244,0.153875613413666,0.063524517032772,0.017696037682148
22 June,00:00,Bosnia and Herzegovina,BIH,F,80.59,2.3324,0.9795,0,0,0,0,0,0
22 June,00:00,Brazil,BRA,A,91.07,3.1874,0.5156,0.9174,0.9938,0.750206111674258,0.603403624057202,0.451811175415877,0.348453877299377
22 June,00:00,Chile,CHI,B,87.79,2.7379,0.6167,0.3995,1,0.447972591916498,0.294377144398753,0.157871999215619,0.069349428052618
22 June,00:00,Ivory Coast,CIV,C,79.49,2.2617,1.0151,0.0142,0.7402,0.393062389118911,0.146258348864573,0.053462491842893,0.012634453268506
22 June,00:00,Cameroon,CMR,A,69.4,1.4905,1.12,0,0,0,0,0,0
22 June,00:00,Colombia,COL,C,87.51,2.4223,0.4507,0.9858,1,0.658681188878934,0.213942882817648,0.1045912493672,0.052364321225439
22 June,00:00,Costa Rica,CRC,D,78.55,1.5911,0.6107,0.8757,1,0.466777545544213,0.154749003267439,0.05180199473336,0.011343037929812
22 June,00:00,Croatia,CRO,A,79.53,2.0276,0.8497,0.0369,0.3948,0.127729329129002,0.064294042816293,0.022872672161676,0.005214875198755
22 June,00:00,Ecuador,ECU,E,80,1.989,0.789,0.0039,0.3739,0.110326190609519,0.051914696729333,0.021413681134464,0.005111987647438
22 June,00:00,England,ENG,D,81.43,2.1314,0.7789,0,0,0,0,0,0
22 June,00:00,Spain,ESP,B,85.73,2.4815,0.6526,0,0,0,0,0,0
22 June,00:00,France,FRA,E,87.82,2.7485,0.62,0.9958,0.9998,0.735534312462469,0.395742684425909,0.153375392290464,0.080646409895771
22 June,00:00,Germany,GER,G,89.38,3.237,0.745,0.7762,0.9804,0.777060699379434,0.478690576089819,0.23479513758479,0.13537747841636
22 June,00:00,Ghana,GHA,G,76.28,1.8449,0.9481,0,0.155,0.068740023424567,0.019834424236486,0.007073120873924,0.00133367611425
22 June,00:00,Greece,GRE,C,74.21,1.1796,0.5825,0,0.2165,0.09147638122301,0.025996729885075,0.007168292624101,0.001204651861705
22 June,00:00,Honduras,HON,E,68.33,1.5117,1.2037,0,0.0211,0.003171893896433,0.000964160720018,0.00025165153249,3.0655072943E-05
22 June,00:00,Iran,IRN,F,70.81,1.1916,0.7949,0,0.1239,0.023651341716592,0.005450542032817,0.000754011131153,0.000163413977494
22 June,00:00,Italy,ITA,D,79.26,1.9422,0.8095,0.0603,0.5852,0.202886647840559,0.043055120542814,0.014098839245529,0.004249935142603
22 June,00:00,Japan,JPN,C,73.35,1.9701,1.2392,0,0.0433,0.017803535566033,0.004837993741932,0.001274003791053,0.000194539135702
22 June,00:00,South Korea,KOR,H,72.52,1.6902,1.0808,0.1217,0.4062,0.098637274487032,0.024123943093597,0.004930463257685,0.000895795736172
22 June,00:00,Mexico,MEX,A,78.45,1.4757,0.534,0.0457,0.6114,0.181457136873519,0.085634259160438,0.028170604854144,0.00585708096803
22 June,00:00,Netherlands,NED,B,86.18,2.7976,0.8089,0.6005,1,0.492634830406801,0.319170696342193,0.161173781132345,0.061659199867296
22 June,00:00,Nigeria,NGA,F,74.86,1.5469,0.8212,0.0967,0.8761,0.226533649998902,0.068174292383725,0.014315401883906,0.003286271792816
22 June,00:00,Portugal,POR,G,79.07,2.082,0.9213,0.0316,0.2315,0.118024266705303,0.0400254972797,0.015048337040912,0.003520368484479
22 June,00:00,Russia,RUS,H,78.33,1.6129,0.6409,0.2057,0.5637,0.186976730914508,0.059974556812256,0.016894263942572,0.004170706864219
22 June,00:00,Switzerland,SUI,E,78.27,2.1691,1.0401,0.0003,0.6052,0.16504681553798,0.073680295826014,0.029040741265319,0.006302048863812
22 June,00:00,Uruguay,URU,D,81.49,2.2386,0.8471,0.064,0.4148,0.16931231182829,0.044280154105603,0.016884537395438,0.005764516544003
22 June,00:00,USA,USA,G,78.54,2.1097,0.9792,0.1922,0.6331,0.322432990461005,0.107714619570649,0.035993361452665,0.008489275201589
22 June,09:30,Algeria,ALG,H,64.24,1.1759,1.1673,0.0216,0.16,0.026948096360468,0.004955334648393,0.000622437095689,9.1701270263E-05
22 June,09:30,Argentina,ARG,F,89.66,2.7413,0.4218,0.8848,1,0.721171642431952,0.49534845846131,0.310671155631653,0.143789456405421
22 June,09:30,Australia,AUS,B,70.31,1.7889,1.3002,0,0,0,0,0,0
22 June,09:30,Belgium,BEL,H,81.79,2.1428,0.759,0.647,0.8678,0.40388687471539,0.158849739436977,0.06528016605017,0.018559904806788
22 June,09:30,Bosnia and Herzegovina,BIH,F,79.44,2.199,0.9753,0,0,0,0,0,0
22 June,09:30,Brazil,BRA,A,91.07,3.186,0.5158,0.9132,0.9927,0.749336964415198,0.602999006450575,0.458843244389478,0.357186754331789
22 June,09:30,Chile,CHI,B,87.77,2.7354,0.6178,0.4017,1,0.446458409235807,0.293160841710755,0.160514738412286,0.071591478403173
22 June,09:30,Ivory Coast,CIV,C,79.49,2.2641,1.0166,0.0144,0.7521,0.400218204548308,0.148939635304999,0.056121638270891,0.013536842104447
22 June,09:30,Cameroon,CMR,A,69.29,1.4838,1.1217,0,0,0,0,0,0
22 June,09:30,Colombia,COL,C,87.48,2.4192,0.4511,0.9856,1,0.658181226139185,0.214190688291034,0.107634572033558,0.054708848533478
22 June,09:30,Costa Rica,CRC,D,78.52,1.5889,0.6109,0.8877,1,0.467758586220153,0.155544198560717,0.053708256237816,0.011976164952529
22 June,09:30,Croatia,CRO,A,79.49,2.0251,0.8508,0.0399,0.3903,0.1261171784893,0.06326071921773,0.023146241794,0.005375779040357
22 June,09:30,Ecuador,ECU,E,79.96,1.9882,0.791,0.0038,0.3737,0.116422819050223,0.054323093436618,0.02240556532423,0.005457063533308
22 June,09:30,England,ENG,D,81.41,2.1295,0.7794,0,0,0,0,0,0
22 June,09:30,Spain,ESP,B,85.74,2.4827,0.6531,0,0,0,0,0,0
22 June,09:30,France,FRA,E,87.81,2.7464,0.6204,0.9959,1,0.720049627880766,0.403909533156877,0.156704961812205,0.08372175169469
22 June,09:30,Germany,GER,G,88.69,3.1804,0.7879,0.7483,0.977,0.758122482863046,0.451895103922509,0.215996840687853,0.120013071283919
22 June,09:30,Ghana,GHA,G,77.45,1.9154,0.918,0,0.1529,0.070649557655651,0.022542526894455,0.008414722897007,0.001742811910816
22 June,09:30,Greece,GRE,C,74.14,1.1789,0.5861,0,0.2097,0.088783404023347,0.025194997958954,0.007161940099924,0.001233180940384
22 June,09:30,Honduras,HON,E,68.3,1.5104,1.2044,0,0.0194,0.003377192781918,0.001011737811057,0.000263245934268,3.2917293912E-05
22 June,09:30,Iran,IRN,F,71.13,1.1454,0.7389,0,0.1224,0.023829166636013,0.006160991193304,0.000869161380262,0.0001955722733
22 June,09:30,Italy,ITA,D,79.23,1.9415,0.8109,0.0563,0.5956,0.205311995077788,0.043050042150643,0.014542864831556,0.004530784222929
22 June,09:30,Japan,JPN,C,73.36,1.97,1.2383,0,0.0382,0.015726924522942,0.004248267155743,0.001151440675256,0.000180605300044
22 June,09:30,South Korea,KOR,H,72.56,1.6908,1.0781,0.1276,0.4052,0.102907888666198,0.025799718393131,0.005312776482636,0.000994438264268
22 June,09:30,Mexico,MEX,A,78.43,1.4776,0.5368,0.0469,0.617,0.18323695767893,0.086411994387451,0.02924380262186,0.006205733813293
22 June,09:30,Netherlands,NED,B,86.19,2.7961,0.8076,0.5983,1,0.49485049018069,0.320485301099972,0.166127796364639,0.064481701288183
22 June,09:30,Nigeria,NGA,F,76.01,1.5294,0.7335,0.1152,0.8776,0.242838874951047,0.080700854260835,0.018162918990107,0.004473260676872
22 June,09:30,Portugal,POR,G,78.95,2.077,0.926,0.0318,0.2226,0.112668489481634,0.039413594455236,0.014722561161588,0.003520455176911
22 June,09:30,Russia,RUS,H,78.29,1.6109,0.6422,0.2038,0.567,0.192007985491039,0.062793390814563,0.017461754792606,0.004445271424003
22 June,09:30,Switzerland,SUI,E,78.26,2.1701,1.0416,0.0003,0.6069,0.172310676268105,0.07697713593991,0.030239420876718,0.006709168671236
22 June,09:30,Uruguay,URU,D,81.49,2.2409,0.8485,0.056,0.4044,0.164019659468395,0.042514307711353,0.016651526828724,0.005860669555407
22 June,09:30,USA,USA,G,78.67,2.1221,0.9784,0.2199,0.6475,0.332808624766614,0.115318787174818,0.038024248323018,0.009384612828284
22 June,18:00,Algeria,ALG,H,64.24,1.1759,1.1673,0.0096,0.1874,0.029816781562364,0.005523792407661,0.00061395947351,9.8908437797E-05
22 June,18:00,Argentina,ARG,F,89.66,2.7413,0.4218,0.8909,1,0.722523851438545,0.492335302636811,0.309462554775411,0.142795902120626
22 June,18:00,Australia,AUS,B,70.31,1.7889,1.3002,0,0,0,0,0,0
22 June,18:00,Belgium,BEL,H,81.79,2.1428,0.759,0.9031,1,0.487876124013868,0.190880730228088,0.083305493309295,0.022785363580161
22 June,18:00,Bosnia and Herzegovina,BIH,F,79.44,2.199,0.9753,0,0,0,0,0,0
22 June,18:00,Brazil,BRA,A,91.07,3.186,0.5158,0.9191,0.9939,0.750452139888577,0.60349247952265,0.458063882197773,0.356746793043999
22 June,18:00,Chile,CHI,B,87.77,2.7354,0.6178,0.4064,1,0.449070587938845,0.295166640736862,0.161355757166869,0.071693357879924
22 June,18:00,Ivory Coast,CIV,C,79.49,2.2641,1.0166,0.013,0.7385,0.39267921509,0.146857973898669,0.05502328024501,0.013215606879824
22 June,18:00,Cameroon,CMR,A,69.29,1.4838,1.1217,0,0,0,0,0,0
22 June,18:00,Colombia,COL,C,87.48,2.4192,0.4511,0.987,1,0.658036257112319,0.212802032493318,0.106721056013263,0.054383891934947
22 June,18:00,Costa Rica,CRC,D,78.52,1.5889,0.6109,0.8802,1,0.467636782880729,0.155467759510283,0.053334794020702,0.01186160838292
22 June,18:00,Croatia,CRO,A,79.49,2.0251,0.8508,0.0358,0.3949,0.127463373732554,0.064233786322742,0.02341977036237,0.005416053367198
22 June,18:00,Ecuador,ECU,E,79.96,1.9882,0.791,0.0029,0.3709,0.114271526989592,0.052617423814621,0.021822317785418,0.005280194423531
22 June,18:00,England,ENG,D,81.41,2.1295,0.7794,0,0,0,0,0,0
22 June,18:00,Spain,ESP,B,85.74,2.4827,0.6531,0,0,0,0,0,0
22 June,18:00,France,FRA,E,87.81,2.7464,0.6204,0.9971,0.9998,0.722173749292681,0.40462979740154,0.156575349820236,0.083813553603878
22 June,18:00,Germany,GER,G,88.69,3.1804,0.7879,0.7558,0.9782,0.770209596704822,0.459629441404286,0.217130715670713,0.121480702067442
22 June,18:00,Ghana,GHA,G,77.45,1.9154,0.918,0,0.1575,0.068997145128504,0.021885111057706,0.008185002711622,0.001689456503046
22 June,18:00,Greece,GRE,C,74.14,1.1789,0.5861,0,0.2202,0.092936849590974,0.026276831778392,0.007419025772991,0.001271421038011
22 June,18:00,Honduras,HON,E,68.3,1.5104,1.2044,0,0.0193,0.003233790534607,0.000912267556407,0.000234203646487,2.9705326007E-05
22 June,18:00,Iran,IRN,F,71.13,1.1454,0.7389,0,0.1261,0.024499579557585,0.006147919083531,0.000867692161579,0.000196953490057
22 June,18:00,Italy,ITA,D,79.23,1.9415,0.8109,0.0562,0.5835,0.201478357688748,0.042050482275558,0.014223740131153,0.004422606060601
22 June,18:00,Japan,JPN,C,73.36,1.97,1.2383,0,0.0413,0.017034255537747,0.004636764792729,0.00123192394709,0.000192451623502
22 June,18:00,South Korea,KOR,H,72.56,1.6908,1.0781,0.0873,0.4675,0.110868545900654,0.02780211987419,0.005117250505645,0.001033045217578
22 June,18:00,Mexico,MEX,A,78.43,1.4776,0.5368,0.0451,0.6112,0.181456870884138,0.085663466901592,0.02885589044271,0.006103545854891
22 June,18:00,Netherlands,NED,B,86.19,2.7961,0.8076,0.5936,1,0.491557027555809,0.31868371773295,0.164643540681137,0.06389107423984
22 June,18:00,Nigeria,NGA,F,76.01,1.5294,0.7335,0.1091,0.8739,0.240699671039645,0.079596336239923,0.017720243986996,0.004393266720471
22 June,18:00,Portugal,POR,G,78.95,2.077,0.926,0.0349,0.2237,0.108885473123994,0.038044749573322,0.014077579091496,0.003367954216536
22 June,18:00,Russia,RUS,H,78.29,1.6109,0.6422,0,0.3451,0.101019879314876,0.033510836966515,0.006867084602145,0.002158898432137
22 June,18:00,Switzerland,SUI,E,78.26,2.1701,1.0416,0,0.61,0.172597831147369,0.075160540751651,0.029632912102997,0.006550977071317
22 June,18:00,Uruguay,URU,D,81.49,2.2409,0.8485,0.0636,0.4165,0.170198282099597,0.04466806403418,0.017409383634968,0.006076330213538
22 June,18:00,USA,USA,G,78.67,2.1221,0.9784,0.2093,0.6406,0.32232645425094,0.111323631003748,0.036685595740415,0.00905037827022
22 June,21:00,Algeria,ALG,H,64.24,1.1759,1.1673,0.0375,0.464,0.075568010473102,0.013951597992921,0.001616043293979,0.000251747366262
22 June,21:00,Argentina,ARG,F,89.66,2.7413,0.4218,0.8916,1,0.722422350012624,0.490227992608197,0.308102832725273,0.142115666188177
